Freshness,Review
fresh," Seen with forgiving eyes, Wedding Crashers is trashy, raunchy fun."
fresh," The surprising part is how, once you get over the crude humor that the teen-movie genre demands, Get Over It is a nice little movie."
fresh, The tensions wind up deliciously as we work our way to a penultimate celebration of a now-imperilled medium.
rotten," Flamboyant caricatures and casual prejudice have always been cornerstones of the Adam Sandler empire, and The Cobbler is no exception."
fresh," A relentless and shattering masterwork, 'Amour' breaks the heart but satisfies the soul."
fresh," The merits of Rocket Science are endlessly debatable, and this is nothing to sneeze at."
fresh," Waititi keeps the jokes coming thick and fast, delivering hi-jinks and heightened characters with an emotional undertow that really resonates."
rotten, 'Magic' was the one thing this movie desperately needed.
fresh," The Guilty is a bit of a gimmick film, but proves to be a sensationally effective one thanks to the combination of Moller's gifts as a filmmaker and the wonderful performance by Cedergren as the antihero at the center."
fresh," Into the Forest may get lost in the glut of post-apocalyptic films... If that's the case, it'll be a shame, for this adaptation of Jean Hegland's gently sci-fi novel is a more intimate film than many of those zombie-busters and doomsday thrillers. "
rotten," Not everything Madea says is gold, and yet the storyline will literally stop so we can hear the crazed crone go off for no particular reason."
rotten, The comic side isn't really that comic.
rotten," America's Muslim punk scene could certainly be considered underexplored, but why this generally bothersome indie drama has to be given such a bleached-out look is hard to fathom."
fresh," Weird but beautiful, this sci fi/horror/suspense gem is genre cinema that does a pretty good job at being original. [Full review in Spanish]."
rotten, A surprising dearth of action means kids may tire of this comparatively talky and character-driven film.
rotten," If there's one thing Cruise knows how to portray, it's robotic single-mindedness."
fresh," When a movie throws as much at you as Devdas does, it's easy to forgive minor disappointments."
rotten, Full of barely-defined characters having simulacrums of relationships with each other; but at least it's a looker.
rotten, Only 14-year old boys are this enamored with growing a mustache.
fresh," It is suspenseful. And then, at the end, it is beautifully fulfilling."
rotten," The Twilight Saga: New Moon takes the tepid achievement of Twilight, guts it, and leaves it for undead."
fresh, Even better than the first.
rotten," For a film that is supposed to be about the holiday spirit, ""The Night Before"" is rife with selfish and self-centered behavior by its major protagonists who, at times, seem to be friends simply because the script says so."
rotten," ...Spider-Man 2, despite a terrific villain, is boring."
rotten, Sporadically funny but ultra clunky and shallow.
fresh," Here is a piece of entertainment that will really make you sit up straight and think, a movie endowed with the challenge of a fascinating intellectual game."
fresh," All action scenes are conducted quite impressively, with a wild shootout inside the confines of El Pueblito ranking as the absolute standout."
fresh," It's an odd, melancholic experience that at times recalls Terrence Malick as it does A. A. Milne, but there will certainly be some viewers in its exact wheelhouse."
rotten, Its remote-controlled emotional responses leave little room for genuine uplift.
fresh, Bahrani is a gifted filmmaker. But he shoots himself in the foot by throwing in a contrived plot device that creates drama at the expense of credibility.
rotten," The ""How to Train Your Dragon"" movies are respected - the first two garnered nominations for Best Animated Feature - but this third chapter doesn't garner more than a polite appreciation."
fresh," Gray directs this handsome and evocative film with emotional restraint, making its archetypal title character a living individual whose moral journey is never simple."
fresh," Sanga creatively employs a swirl of text messages, voice-overs, baseball signals and other linguistic modes to beautifully illustrate the jumble of thoughts cascading through young minds."
fresh," A lyrical tale as sweet, simple and refreshing as a summer shower."
rotten, Isla Fisher is such a bundle of comic energy that watching her spin her wheels in the aggressively unfunny Confessions of a Shopaholic counts as cruel and unusual punishment -- for her as well as for us.
rotten," Initially diverting and thrilling, but with diminishing returns. It's excessively inane and cartoonish. Not enough pleasure to call it a guilty pleasure. "
rotten," There are a few odd left turns, such as the appearance of the rapper Common as a cool assassin, on the way to a lumbering and preordained conclusion."
fresh, A decisive transitional chapter in Chilean history yields an absorbing account of one country's unlikely route from oppression to democracy
rotten," Belladonna of Sadness is a delirious hodgepodge of ideas that lands somewhere between Faustian fantasy and feminist screed. If you're looking for an experiential analogy, imagine dropping acid before heading into a Women's Studies course."
fresh," While a plot contrivance late in the day ensures that an opportunity for a climactic battle sequence is not wasted, the film is not really an action epic, but a sweeping story about belief sets in the Arab world."
rotten," Moverman's adaptation of Herman Koch's novel is loaded with lacerating dialogue delivered with conviction. Yet as the narrative widens the drama loses steam and we're left recalling performance moments, Bobby Bukowski's camera work and little else."
fresh," A movie that starts strong and just builds, always pushing forward yet still finding time for interesting detours."
fresh," There are some nifty one-liners, too, from fleeting, anti-Canadian jibe, 'Take back Bieber', to this surreal putdown, 'You may have them fooled, but you and I both know that you are sketchier than a 2am waffle house'."
fresh," There are large portions here that are universally relatable, particularly the film's themes about fighting for freedom."
rotten," The takeout for parents? Well, you'll probably realise you are doing a lot better than either of these bozos."
fresh," Stranger, funnier. This is male bonding through f'd-up adversity, compared to what previously felt like acquaintances drunkenly coming to terms with their own simmering anger."
fresh," Even as the writers spin their entertaining suburban legend, there's a lingering feeling perhaps even they don't really stand behind the statement they're trying to make."
fresh," This is another one of those films that fits into the ""it is what it is"" category, only it's better than that. It is what it is and does it really, really well."
rotten, Makes the erroneous suggestion that a woman can't possibly create a life of beauty and meaning without the patter of little feet.
rotten, The film makes noises about female empowerment on one hand but sticks to the worst kind of racial profiling on the other.
rotten, Pegg exudes his usual air of faint self-congratulation playing an unlikeable prat whom nobody in their right mind would prefer to the high- flying Azariah or indeed to anyone.
rotten," Spice World is a disjointed mess. Loved the girls, hated the movie."
fresh," Bosch boldly tackles the psyche of Hitler, showing the Führer enjoying the high life with Eva Braun as he instructs his minions..."
fresh," Funny, surprising and full of heart...meatier than you'd expect, with lots of unexpected humor."
fresh," Nelson's film is a fairly straightforward police-file-and-talking-heads affair, energized by the use of Crowley's own storehouse of footage, and in essence positing him as a co-director."
fresh, The kind of don't-ask- too-many-questions action-hero movie where the humor is tasty and the FX are wicked-cool.
rotten," A film like this essentially suffers from what one might call like the domino cliché effect. Once the first cliché hits, it's impossible to stop the rest."
fresh," Somehow all these wrongs add up to an inexplicable right. It's why children love improvised bedtime stories -- a meandering, faulty narrative can be a ton of fun."
fresh," Suspense, social commentary, great performances and a seriously twisted outlook -- Gone Girl is one killer movie."
rotten, Amy Schumer and Goldie Hawn are able to keep the comedy afloat even when it struggles to find momentum.
rotten," Ruined by Hendler's pointlessly artsy direction, a stab at postmodern snarkiness and an unconscionable 101-minute running time."
rotten," 2.0 is dull as ditchwater in the first half, perking up a little in the second."
rotten," Less a cleverly spun story than a disjointed collection of shockeroos, surrounding a few ghoulishly effective moments with overcooked plot twists and in-your-face vulgarity."
fresh, Hilarious! some of Nichol's and Hoffman's best work.
rotten," Fallen is It's nothing but a weaker version of everything that has come before it, the mythos is convoluted and ultimately uninteresting, the CGI is ropey at best."
rotten," The appropriation of Brooks' name and source material seems more like an attempt to manufacture buzz and fan base attendance (subsequent disappointment and rage be damned) through the most shallow, cynical means possible."
rotten," The ocean-set peril grows monotonous, and the attempts to infuse Grainger's worry-girl role with some agency and dramatic urgency are noble, but largely unsuccessful."
rotten, Unfortunately for Butler it is another romantic comedy that misses the mark and does not score.
fresh," This well-paced story is tense and thoughtful, and is anchored by a trio of terrific performances."
rotten," In Bruges has some cracking lines in it, a cracking performance from Brendan Gleeson as Ken, and some very funny, provocative jokes, but I still don't know... It's just all the violence that did me in."
fresh, Arrival does what science fiction at its best should do: it make us look to the future in a way that allows us to think about the present in new ways.
rotten," With the feminist themes lurking in the background but never explored in a satisfying manner, The Keeping Room is hard to see as anything other than a missed opportunity."
rotten," Brooks, fumbling around with too many characters and too many issues, can't find the heart of the story or give heart to the part of it he chose to focus on."
rotten," Priyadarshan fails to convincingly establish the relationships between the various characters and the milieu. The largely functional performances don't help, and we never become emotionally involved with the characters."
fresh," I have to admit that I had a good time with this brain-dead slasher flick %u2013 not in spite of its myriad stupidities, but because of them."
rotten," Szumowska provides lurid scenes of perverted sex, but she offers no new insight into the sordid world of prostitution and the dangers sex workers face."
fresh," Shot over a three-year period with an affectionate, watchful eye, it blows up an intimate family portrait on to a large, cinematic canvas."
fresh, A passable imitation of a Hollywood disaster movie minus the campy elements ...
fresh," A biographical film that tries to break the mold and play with the pieces, where Jackie's troubled face is the perfect complement of Larraín's aesthetic. [Full review in Spanish]"
fresh, It's hard to recall the last time a big-ticket summer movie delivered so fully on its promise.
fresh," Tough viewing, but required."
fresh," Gleeson is a wonderful actor and he keeps a lid on the blarney. He manages to convey a lot -- fear, anger, compassion, rue -- with only the slightest of squints and frowns. But he's still the center of a cooked-up cavalcade of souls."
rotten, The only redeeming quality of this film is Varun Dhawan and his comic timing that lightens the mood and makes some lines funnier than they would have been otherwise.
rotten, Western spoof that falls off the saddle too many times.
fresh, Shock of all shocks this is a Transformers movie that is actually quite terrific . Hailee Steinfeld and a lovable piece of metal are a big part of the reason.
rotten," The Forest comes off like a theme-park haunted house, complete with laughable skeletons that drop down from branches and look like they were purchased from the party costume aisle."
rotten," It's not much more than a ride; the plot is thin, the characters aren't very engaging, and it just lacks that storytelling spark that Pixar movies have year after year."
fresh, [Markus] Imhoof makes bees more important than they have previously seemed.
fresh, Not recommended to anyone backpacking this summer but everyone else will be perched on the edge of their seats.
rotten," As played by Ben Stiller, the character of Greenberg fails to transcend his abhorrent exterior."
fresh," If you are a fan of Smith, this is certainly worth checking out for a bargain matinee, but it won't stay with you for a very long time."
fresh, Let's just say this is a well paced thriller with a strong cast -- it's good to see Guy Pearce on screen -- but the terrorist threat which obsessed the recent Bush administration has been dwarfed by a couple of things...
fresh," As a fan of the books, I was skeptical that the movies could re-create their gentle, humane, messy spirit. But I'm happy to report that Ramona and Beezus captures the characters almost perfectly and that Joey King is an ideal Ramona."
fresh, A shocking indictment of how people are starving in the land of plenty ...
fresh," Knowingly melodramatic, wonderfully cheesy and all-out bonkers, The Guest is an absolute blast from beginning to end."
fresh," No more than a extended episode of the Twilight Zone from 1962, Life does have a nasty punch line in store and for that alone, it is smarter than your average sci-fi thriller."
rotten, Most of the film's shortcomings stem from the awkward combo of modern-day grotesquerie and fluffy romantic exoticism.
rotten," Lacking even a hint of humor or a watchable story, Disguise has distinguished itself as the summer's worst movie."
rotten, A horrible film bred from the isolation of a man at the top
rotten, The script's bowel-rupturingly bland - you can almost sense the bits where they wrote [INSERT JOKE HERE] and never got round to it.
fresh, This is basically The Art of War: The Movie.
rotten," It's very expensive and very busy, and it's utterly forgettable."
fresh," Model Agyness Deyn makes a spectacular starring debut in this visually impressive, low-budget British tale of a dysfunctional family."
fresh," The movie's a galvanizing, tragicomic work of 21st-century schadenfreude, marred only by a barely repressed giddiness on the part of the filmmakers. But why shouldn't they be dazzled by their good fortune?"
rotten, The movie doesn't end so much as it gives up.
fresh, I amaze myself by liking this latest lunatic cocktail as much as I do.
fresh, Full of chess game suspense. The movie offers a tense look at the hazards of mediating between enemies. 
rotten," Perhaps Elliott was trying to make a point about the futility of voyeurism, and if that's the case, it backfires, for it brings to light how much of a waste watching Eye of the Beholder is."
rotten," If nothing else, this might be the most heartwarming film ever made about masturbating into a plastic cup for money."
fresh," It's undeniable that the good-natured ""Afterschool Special"" vibe here plays to the film's corny strengths, and the dancing is impressive. So much so that it's almost impossible not to cheer during the final round."
fresh, Jordan Galland's Ava's Possessions begins where most demonic-possession movies end.
rotten," There's no real depth or texture to the characters of any sort, sentimental or otherwise, and I say that as someone who can be brought to tears by a Hallmark commercial."
fresh, We've seen this stuff before but Whedon does bring a creative touch.
rotten," How nice it would have been had McKenna penned a couple of those audience-addressing interludes for Richard or Jack. What would these modern, succesful men tell us of themselves?"
fresh, Agnes is one of the most respectable and believable and satisfyingly human characters in a fiction film this year.
fresh, Herzog & Kinski = Logic and passion.
rotten, A dead-on-arrival comedy that's just as much in need of some brains as its title character.
fresh," The portrait of BASE jumping founding father Carl Boenish, effectively captures the irrepressible energy of a man who never tired of taking flying leaps."
fresh," A sweet, wispy little romantic comedy."
rotten," Under all the gimmickry and effects, there's a nice story to tell -- as anyone who has read the books knows."
fresh," A passionate plea for honesty, courage and standing up for what you believe in, Lions for Lambs is a powder keg of a film. It's a film to debate and discuss"
rotten," Considering what a commanding majority of the film's running time is made up of large-scale action scenes and chases in CGI environments, it's disastrous that only one of them is any good."
fresh, If only Alice Krieg had directed it herself.
fresh," L.A. Confidential is a rarity, a major Hollywood film with smart acting, dialogue and production values that actually works from beginning to end."
rotten, Like Big Trouble in Little China without the laughs.
fresh," A wonderfully populated adventure, with the franchise even more compelling the second time out because of our familiarity with the characters."
fresh, Common to successful sex comedies is a developing sense of self-awareness and the painfully sweet camaraderie of misfits. The naughty but nice Superbad can be added to that list.
rotten," A perfect mute-button movie, better seen than heard."
rotten," This new Ramona prefers mischief without real edge. You always know her parachute has a silver lining, even in an economic downturn. She is, above all, safe. And that makes her nowhere near as entertaining or enduring as the girl on the page."
fresh," It's worth watching for Hiddleston's performance and the pure spectacle of it, especially if you're a Del Toro fan, but otherwise there's not much to write home about."
rotten," This plodding, by-the-numbers superhero flick has all the feline grace of a walleyed mastiff."
rotten," Imagine being locked in a car with Charles Manson, Idi Amin and Osama bin Laden. The worst road trip ever? Nope. That honour belongs to Martin Lawrence's latest so-called comedy, which parks itself neatly between the words appalling and god-awful."
rotten, The Producers might work okay on stage but it collapses the second the same material and songs get in front of a camera.
fresh," In answer to the film's central question, this is exactly the type of story I like to be told, in all its facets and complexities, and I'm thankful for those that helped in the telling of it."
rotten, This painful background tale of the schoolgirl master of the really slow fireball attack almost makes one yearn for the days of Jean-Claude Van Damme.
fresh," Unlike many of the year's big-bang movies so far, it probably won't linger long in the memory. But then, not being any part of a larger franchise, it doesn't need to."
rotten," All the elements that could have made for a something worthwhile only deliver a painfully dull, over long, pretentious bore."
rotten," Zwick wants to have his cake and eat it, too -- and the result is an uneven, overlong bore. Call it Ramifying the Stone."
fresh, Hill's confidence keeps the formulaic buddy-cop cliches entertaining.
rotten, At times the movie plays like a sluggish road company of Entourage.
rotten," This exercise in classical blood-bath monotony does its job, but little more."
rotten," Please, never again."
fresh, This extremely violent movie is NOT for kids.
fresh," Wit, invention and shrewdly earned shocks abound in Drag Me to Hell. This burst blood-vessel of B-movie brilliance makes Raimi's rivals look like the corpse-grinding charlatans they truly are."
rotten," The basic formula of the freefall of action, laughs and casting class of the 2010 first film is the same, but everything is less spontaneous, a little more forced and a tad overcooked this second time around... Mirren comes out best"
fresh," Perhaps it's a sign, then, of how starved we are for movies with grown-up characters doing grown-up things that it's easy to ignore the downside of Upside and give the film a pass. Allen and Costner should find another movie to make together."
rotten," These characters represent the most repellant clichés of male friendship, where guys can only relate to each other through a discourse of casual misogyny and female conquest."
rotten," We'll forgive England for the Spice Girls. Maybe even Benny Hill, Joan Collins, Boy George, Fergie and that habit of pouring milk in tea. But with Bean's arrival, it might mean war. "
rotten, Adult Beginners feels too stabilized and mild-mannered to warrant more than a sick-day rental.
rotten, Although shot with a modicum of style by a seriously slumming Roland Joffe... nothing terribly thrilling happens in this 'thriller.'
rotten," Full of good intentions and lessons, perhaps this was the reason to its great success as a book, but as a movie it fails entirely. [full review in Spanish]"
rotten, Danny Boyle's hyperactive camera and rude-boy style strain to manipulate us into the emotions the script doesn't honestly earn.
fresh," Set in the same universe as the 2008 monster-focused blockbuster, 10 Cloverfield Lane focuses tightly on a trio of survivors, with solid fear and tension."
fresh, Superb central performances in this tragic drama.
rotten," Painful to watch, but it's nothing an aspirin can't fix. Might as well save yourself the headache, though."
rotten," In an era where films like Sharknado try too hard to be ""so bad it's good"", Need for Speed is needed to show that true awfulness is effortless. "
fresh, The new Planet of the Apes series has been given a fitting and powerful conclusion.
rotten," Compared to its predecessor, Guardians 2 has a hollow emotional core, and the plotting feels clumsy. This movie doesn't have any real purpose, even as a bridge to other chapters in the Marvel story."
fresh, Wall Street in all its naked venality.
rotten, Vanderbilt's screenplay ought to be court-martialed.
fresh," Puts an eerily windswept island location to fine use and features an excellent lead performance from Jessie Buckley, whose open, intelligent face transmits thought and feeling with piercing clarity."
fresh," A stand-up example of how effective underdog sports movies are, no matter how many times you've seen this kind of thing before."
fresh," The Thing passes the reboot/prequel 'blood test' - as in, it's worthy enough to not have to incinerate with a flame-thrower - but, as you'd expect, it's far from an improvement on what has come before."
fresh, Losing a mother can affect the psyche in a particularly primal way... Nanni Moretti's autobiographically inspired Mia Madre captures this dislocation in an intriguing -- though sometimes frustrating -- way.
rotten," Less digital dazzle than deja vu, and inches away from death - literally. And essentially seeing is not believing cartoonish caricatures wrapped in distracting hocus pocus layers of optical illusions, as 'the outside world starts to disappear.' Indeed..."
fresh," An Inconvenient Sequel comes close to sanctifying Gore; while he says he sometimes views the lack of global progress on climate change as ""a personal failure,"" the film never encourages us to agree with him. "
fresh," Ostensibly chronicling a serial killer who murdered women for 25 years in Los Angeles, the film ends up becoming a sad portrait of an African-American community essentially left to fend for itself."
fresh, There's a fine bittersweet air to this tale that leaves you longing to see it again.
fresh," Before it detours into not one, not two, but at least three preposterous Hollywood twists, ""The Water Diviner"" is an absorbing drama."
rotten," ...the film offers not a single shred of anything to separate it from an episode of...well, pick your favorite British spy TV series. "
fresh," It wants to be a claret-stained, muddy nod to the westerns of Anthony Mann and Sam Peckinpah, infused with a Strine sensibility."
rotten," The first encounter among Cooper, McAdams and Stone is so awkward and unsettled that it becomes the movie's own albatross. There are some moments, most of them thanks to McAdams."
rotten," To be sure, this is a rich, multifaceted life, but at just over 100 minutes, Miss Simone? merely scratches the surface, hitting the main talking points without digging deeply enough into any of her different chapters."
rotten," After Earth is the cinematic equivalent of Rebecca Black's ""Friday"" - a parent-funded vanity project gone horribly wrong and thrust out into the world for the rest of us to not enjoy. "
rotten," Martin Scorcese delivers an enormous blowout of a film, a biopic of New York in the 1800s... but it's too much bombast and far too loose."
fresh," 99 Homes pulses with energy from the very beginning. Bahrani is always keeping his camera moving, timed to an unsettling electronic-driven score. It is his most confidently made film."
rotten, A lackluster suspense film without any good qualities. [Full review in Spanish]
rotten," It's filled with plenty of noise and aggressively choppy storytelling, signifying only those things."
rotten," If it weren't for Chow Yun-Fat, Bulletproof Monk would be shooting blanks."
fresh," Disney's multi-Oscar nominated musical is not as good as Mary Poppins to which it's often compared, but Angela Lansbury is well-cast and most of the visual effects, which won the Oscar, are impressive."
fresh, An existential action movie that unashamedly embraces the sensation of awe.
rotten," This could have been a fun, teen Fatal Attraction, but the scorned character's violent rampage is so far-fetched and ugly that it sinks the film and any shot at being a crowd-pleasing popcorn movie."
rotten," Seidl is one of the masters of ""happy-sad"" storytelling. This time, however, his world lacks structural and emotional clarity."
fresh," If you're fond of Sorkin's script flourishes, then Molly's Game is for you."
fresh," It's broad, brash, in your face, inventively shot and, at times, laugh-out-loud funny yet it also becomes a mind-bogglingly extreme Swiftian satire that predicts the Houyhnhnms that our harsh times will create."
rotten," We've seen it all before and seen it done far, far better. E.g., 28 Weeks Later, the Holy Grail of the zombie-contagion genre."
rotten," Ritchie is trying, with mighty self-regard, to give us Lock, Stock And Two Smoking Broadswords. But that just makes it more excruciating, not less."
fresh," Velvet Buzzsaw is a captivating, silly, delicious, decadent mess. It's the cronut of movies, a pointless treat I never thought I'd need, or want, until it was put right in front of me."
fresh," 'Warrior' is secondarily a movie about the world's fastest growing sport, MMA. If you like the fight game, this movie will have you yelling and jumping out of your seat."
fresh," This big-screen adaptation, written and directed by Chbosky, doesn't advance the source material, though it preserves the book's sensitive tone and affectionate characterizations."
fresh," While Spectre may not be the equal of its immediate predecessor, it's still bang on target in delivering what an audience wants from this seemingly indestructible franchise ..."
fresh, A very funny and likeable comedy of manners.
fresh, It doesn't take long for us to get lost in Wiig's thorough portrayal of a dowdy housekeeper who must soldier on in the face of a cruel prank to find some kind of love in her life.
fresh," It's all sweet and agreeable, if no classic. "
fresh," Supernatural violence, sex in art satire/horror hybrid. "
fresh," A shamelessly high-minded, Byron-and-Shelley-quoting existential inquiry into the origin of three species and the nature of belief that goes slumming in genre territory just enough to get itself greenlit."
fresh," Reichardt's beautiful, contemplative movie is aching in the way it evokes loss and the alienation that often comes with adulthood."
rotten," It lives in that kinda-sorta, okay-not-great, this-worked-that-didn't in-between for which words like ""better"" and ""worse"" fall woefully short."
fresh," Okay, I'll say it: If you see only one magic-at-the-turn-of-the-century movie this year, make it this one."
rotten, Offers little that Scorsese doesn't offer with more élan and wit.
fresh," Politics aside, what's patently fascinating about Gitai's films is how his architectural background is reflected in how he structures his work."
rotten," This effort is just too lazy to recommend other than to the hard-core fan. It's absolutely not fabulous for everyone else. (Full Content Review for Parents - Sexual Content, Profanity, Drug Use, etc. - Available)"
fresh," Starting Out in the Evening is thrilling in a way that a movie larded with car chases and explosions can seldom be, because of the way it deals with that basic building block of civilization, the creative process."
rotten," Blessed with considerable virtues, including a clever concept, crackling filmmaking and a charismatic star, it ultimately squanders all of them, undone by an unfortunate lack of subtlety and restraint."
rotten," Eventually, inevitably, [it] goes too far, too fast, and ends up off the rails."
rotten," All the Way tries to delve into that period from the perspective of the D.C. wheeler-dealer at the very top of the power structure, but this historical exploration unfortunately only goes part of the way."
rotten," If you were the kids that the merchandising is aimed at, then you would love this film. It's just not for us."
fresh," A maddening, morbid and marvelous culture clash comedy built around a seriously funny and irritated turn by Matthew Broderick"
rotten, Learning to Drive feels as if it has been manufactured to elicit as much sweetness as possible.
rotten, An earnest biopic that misses the ball. 
fresh, Emilio Portes presents a film about possessions and exorcisms that has narrative solvency and manages to associate the sinister about human behavior with the sinister of the paranormal. [Full Review in Spanish]
fresh," ...a great boxing movie, a great Massachusetts movie, and a great showcase for its lead actors."
rotten, full review at Movies for the Masses
fresh, It's Ball's complex and frank approach to subject matter normally depicted in black-and-white terms that distinguishes Towelhead from so many coming-of-age dramas before it.
fresh, The most entertaining horror movie set in the British Isles since An American Werewolf in London.
rotten," Efron and Devine start out very strong as an anything-for-laughs pairing, but like the movie itself, their connections grows progressively weaker throughout."
rotten," The Quiet Ones is uninspired even by contemporary horror standards - which comes as a bit of a shock, given its pedigree."
fresh," The movie is fun, but not as much fun as it could be because it feels like it's so busy enjoying its own cleverness it doesn't even need an audience."
fresh," A film in which the picket fence is chipped, the wife falls for the black gardener, the husband is drowning his homosexuality in booze, and the two children - well, their lives are about to be shattered to bits."
rotten," By unnecessarily extending the film (and shortening what should have formed its crux), Australia manages the almost unfeasible feat of becoming a less honest film than Michael Bay's Pearl Harbor."
rotten, Tom Green in character turns out to be even less funny than Green being Green.
fresh," A raucous, rambling off-road romp that plays unashamedly broad and loud, ... Adams makes up for a complete disregard for subtlety by delivering a ballsy, sweary celebration of all things alpha-Aussie."
fresh," A craggy, gutbucket epic full of slightly silly, mythopoetic grandeur and a tart taste of regional politics. It's amazing how well some tropes travel."
fresh, More depth than expected and Segel/Blunt are right on target. Not the typical Apatow type production
rotten," I never thought I'd miss the overstuffed craziness of Verbinski's originals - the squiddly extras, the moments of sheer pop surrealism, the Kraken - but ""On Stranger Tides'' is like a familiar house where half the furniture has been sold off."
fresh," A gripping, edge of your seat thriller that's tight and effective in generating the scares by manipulating those old reptilian parts of our brains we still carry around with us. (Full Content Parental Review - Violence, Scares, etc. - also Available)"
rotten, A forced and flaccid affair.
rotten," Yet another valiant but unsuccessful effort to rehabilitate the potency of the musical genre, Honore's Love Songs is a Gallic tweener, neither charming in the academic manner of Jacques Demy 1960s musicals nor immediate enough for contemporary viewers."
rotten," I've seen the future, and all I can say is...go back."
rotten," Imaginative designs, but otherwise a rote CGI blockbuster that takes no chances narratively, cinematically or philosophically."
fresh," What The Unseen lacks is Roeg's economy... The performances are all good though, and the sterile modernity of both the Shields' and Paul's respective domiciles suits these peculiarly alienated people who, unseen, haunt each other's homes."
fresh," If you thought that Mickey Rourke had the market cornered on comebacks with his transcendent performance in Darren Aronofsky's masterpiece The Wrestler, then think again."
rotten, Mismanages its greatest asset: an unusual embarrassment of camp riches.
fresh," The film industry of Laos is still in its infancy, but if Dearest Sister should be taken as a benchmark of expected quality, then it shouldn't be long before the southeast Asian nation makes a mark on the international stage."
fresh, A Christmas Carol is an engaging and relatively dark take on a seasonal classic that finds director Robert Zemeckis refining the performance capture animation technique he used to mixed effect on The Polar Express and Beowulf.
rotten," There is a lot of nasty stuff to look at, but very little that is genuinely haunting, jolting or terrifying."
rotten," As a piece of moviemaking craft, A Serious Man is fascinating; in every other way, it's intolerable."
fresh," A mostly fun partial reset, but this series needs to slip its moorings and make for new horizons."
fresh," It's not just the furniture that creaks, but there are still some effective jolts."
fresh," This is a stylish enough, mind-bending thriller, a cocktail of ""Inception,"" ""Eternal Sunshine of the Spotless Mind,"" and ""The Thomas Crown Affair"" (the remake)."
rotten," I thought it was just about the worst ... thing I've ever seen. In fact, I was depressed it wasn't laughed off the screen."
rotten, Its twists come off as more absurd than shocking.
fresh," Jonze's inspired evocation of childhood may strike a chord with adults; for younger audience members still living it, the appeal is far from certain."
fresh," Murray playing the glutton doesn't exactly fit the bill and for all the architectural care that's gone into Ember's creation, the secret at its heart is no mystery to us, the audience."
rotten," One presumes that Cameron missed the irony in making a preachy, anti-technology movie using the most technologically advanced tools available."
fresh, Hell hath no fury like a Tarantino heroine scorned.
rotten, So note-perfect are the performances from all the cast in I've Loved You So Long that you want them to inhabit a film that is somehow less contrived and more honest.
fresh," Eventually it spirals into ""gothic horror, except with dinosaurs,"" a concept I personally can get behind."
fresh," The movie labors long, but realistically so, before finding hints of light in a very long tunnel."
fresh," The film works on multiple levels: as a history lesson, as a primer on Middle Eastern politics and as an artist biography."
rotten," For almost the entirety of Order of the Phoenix, we see much the same thing we did in Goblet of Fire."
fresh," For arthouse cinema fans only. No one should wander into this by mistake. Hou Hsiao-hsien's slow, subtle, methodical work is not for mainstream audiences."
rotten," Bond had degenerated into a male model, and something of a genial anachronism."
fresh," ""Three Sisters"" isn't quite as visually spectacular as ""West of the Tracks,"" but it takes advantage of the hillside setting of the village, as well as its morning fog."
rotten," Watchable in its first act but then increasingly dull and overwrought, fudging the idea of whether the audience should get behind its ""redemption-revenge"" motivation."
fresh," Nicolas Cage is as if the question ""Turn down for what?"" took human form and then starred in a bunch of direct-to-DVD thrillers. For him, there is no such thing as a 'phoned-in' performance."
fresh, De Palma continues perfecting his brilliant visual style within the most blatantly artificial plot scenarios.
rotten, Call it Ground Dog Day. Just don't call it good.
rotten," Like watching a cut-rate Roger Corman rip-off of a big Hollywood film, only the tables are ironically turned. The big budget studio version seems pale in comparison."
rotten, Ends up just another dumber than average caper.
rotten," A Dangerous Method is beautifully crafted and abundant with subtext but it's also sterile, dramatically turgid and at times, kind of a drag."
rotten," Não apenas é aborrecido e tolo como ainda conceitualmente feio, glorificando o que há de pior na natureza humana: a guerra, o impulso de destruição e, claro, a iniciativa de transformar jogos de tabuleiro em superproduções hollywoodianas."
fresh, It's good to get your emotions in check before watching the exquisite Inside Out. You're bound to feel the whole bunch watching a child's mind come alive in the most imaginative ways.
rotten," Fictionalized accounts of real tragedy are not impenetrable. James Cameron made us feel for a ship full of characters we'd never met. ""Everest"" can't break that seal, and it's a handicap."
fresh, Brilliantly captures the exhilaration that comes from facing death head-on. It's also an ode to joyous rivalry.
rotten, Screnwriter Doug Jung strings together one recycled plot twist after another in this generic grifter tale.
fresh, It's brutal. It may be 50 years old but it still shocks. 
fresh," It's filled with compelling performances, steeped in lovely photography, paced with grace and, finally, able to convey gravity and moral ambiguity."
rotten, Kevin Costner shines in Mike Binder's disappointingly dull and safe-playing race relations drama.
fresh, Gets by less on what might have been and more on its implicit assurances of what's to come.
fresh, Hollow Man does much more than just peek and grab.
fresh, ...Liar Liar lets Carrey show you the funny...
rotten," Proves, in its tiny way, that no matter how bad the modern romantic comedy has already become, there's still plenty of room for it to get worse. "
fresh," The whole teen angst thing left me cold but I can see where it will appeal to the young, primarily gay, audience it will attract to the art houses."
fresh," ""The Giver"" takes a tortured individual's dilemma and turns it into societal question: If our emotions make us human, but our emotions keep leading us into catastrophe, how much of our essence are we willing to give up just get some peace?"
fresh," An almost experimental discourse on crime, punishment and revenge brilliantly shot by Philip H. Lathrop."
